Correlation_time(tau) Relaxation_corr(R(tau)) 
   0.0200    0.9971
   0.0400    0.9968
   0.0600    0.9966
   0.0800    0.9965
   0.1000    0.9963
   0.1200    0.9962
   0.1400    0.9961
   0.1600    0.9959
   0.1800    0.9958
   0.2000    0.9956
   0.2200    0.9955
   0.2400    0.9954
   0.2600    0.9952
   0.2800    0.9951
   0.3000    0.9950
   0.3200    0.9949
   0.3400    0.9948
   0.3600    0.9947
   0.3800    0.9946
   0.4000    0.9945
   0.4200    0.9944
   0.4400    0.9943
   0.4600    0.9942
   0.4800    0.9940
   0.5000    0.9939
   0.5200    0.9938
   0.5400    0.9937
   0.5600    0.9936
   0.5800    0.9934
   0.6000    0.9933
   0.6200    0.9932
   0.6400    0.9931
   0.6600    0.9929
   0.6800    0.9928
   0.7000    0.9927
   0.7200    0.9925
   0.7400    0.9924
   0.7600    0.9923
   0.7800    0.9922
   0.8000    0.9920
   0.8200    0.9919
   0.8400    0.9918
   0.8600    0.9917
   0.8800    0.9915
   0.9000    0.9914
   0.9200    0.9913
   0.9400    0.9911
   0.9600    0.9910
   0.9800    0.9909
   1.0000    0.9908
